CD_CVM;CNPJ;DENOM_SOCIAL;SIT;DT_INI_SIT;TP_ENDER;LOGRADOURO;COMPL;BAIRRO;MUN;UF;CEP
9164;36.348.092/0001-42;A.C.A. - AUDITORIA E CONSULTORIA;ATIVO;2001-10-08;SEDE;R CLOVIS MACHADO 176 SL 309/;311/313/315;ENSEADA DO SUÁ;VITÓRIA;ES;29050590
9482;05.209.294/0001-80;ACCOUNT - AUDITORES INDEPENDENTES S/S;ATIVO;2002-09-19;SEDE;RUA SIRIRI;496 1º AND SL 03;CENTRO;ARACAJU;SE;49010450
5517;20.763.801/0001-16;ACE AUDITORIA ASSESSORIA E CONSULTORIA EMPRESARIAL;ATIVO;1992-05-25;SEDE;AV BARÃO HOMEM DE MELO, 4500;SALA 1011;ESTORIL;BELO HORIZONTE;MG;30494270
13323;48.028.267/0001-13;ACESSO AUDITORES INDEPENDENTES S/S LTDA.;ATIVO;2023-03-03;SEDE;AV. REPUBLICA ARGENTINA 2275;CONJ 814 ANDAR 8;PORTÃO;CURITIBA;PR;80610260
4561;33.694.225/0001-44;ACG AUDITORIA E PERICIA CONTABIL;ATIVO;1989-05-22;SEDE;RUA QUINZE DE NOVEMBRO, 90 - SALA 603;PARTE;CENTRO;NITERÓI;RJ;24020125
12840;01.780.693/0001-45;ACS AUDITORES E CONSULTORES S/S;ATIVO;2018-09-11;SEDE;RUA CHAVES BARCELOS, 36 - 9º ANDAR;SALA 902;CENTRO;PORTO ALEGRE;RS;90030120
2445;83.794.925/0001-89;ACTUS AUDITORES INDEPENDENTES S/S;ATIVO;1985-06-28;SEDE;R ASSUNCAO 43;;PONTA AGUDA;BLUMENAU;SC;89050120
2445;83.794.925/0001-89;ACTUS AUDITORES INDEPENDENTES S/S;ATIVO;1985-06-28;FILIAL SC;RUA FELIPE SCHMIDT, 172;SALA 605-B;CENTRO;BRUSQUE;SC;88350075
12661;26.165.186/0001-22;ADVANCE AUDITORES INDEPENDENTES SOCIEDADE SIMPLES PURA;ATIVO;2017-01-23;SEDE;AV. CHURCHILL, 109;SL 902;CENTRO;RIO DE JANEIRO;RJ;20020050
11614;05.690.064/0001-85;ADVISER SUL AUDITORES INDEPENDENTES;ATIVO;2011-08-31;SEDE;RUA DOUTOR JOÃO COLIN;1285 - SALA 3;AMÉRICA;JOINVILLE;SC;89204001
11614;05.690.064/0001-85;ADVISER SUL AUDITORES INDEPENDENTES;ATIVO;2011-08-31;FILIAL SP;RUA CLÉLIA, 2145;13º ANDAR;LAPA;SÃO PAULO;SP;5042001
12866;29.402.795/0001-46;AF&H AUDITORES INDEPENDENTES;ATIVO;2018-11-27;SEDE;RUA DOUTOR NETO DE ARAÚJO, 320;CJ. 1304;VILA MARIANA;SÃO PAULO;SP;4111001
6238;74.190.505/0001-00;AFM AUDITORES INDEPENDENTES SOCIEDADE SIMPLES;ATIVO;1994-12-07;SEDE;AV TANCREDO NEVES, 1632;TORR SUL - SL. 913;CAMINHO DAS ÁRVORES;SALVADOR;BA;41820915
9555;05.152.318/0001-01;AGUIAR FERES AUDITORES INDEPENDENTES S/S - EPP;ATIVO;2002-12-02;SEDE;RUA VISCONDE DE INHAÚMA, 490 - ED. PADRE EUCLIDES;CJ. 801;CENTRO;RIBEIRÃO PRETO;SP;14010100
11290;05.060.765/0001-30;AJCA AUDITORES INDEPENDENTES S/S;ATIVO;2009-08-14;SEDE;RUA MORRETES;Nº 285 - CJ. 21;PORTÃO;CURITIBA;PR;80610150
13315;46.707.452/0001-09;AKIO AUDITORES INDEPENDENTES SS LTDA;ATIVO;2023-03-03;SEDE;AVENIDA BRIGADEIRO FARIA LIMA;1461 - 4 ANDAR;JARDIM PAULISTANO;SÃO PAULO;SP;1452921
11134;09.327.035/0001-04;ALLIANSSA AUDITORES ASSOCIADOS S/S;ATIVO;2009-01-09;SEDE;RUA PEDRO ÁLVARES CABRAL;Nº 574 - SL. 205;CENTRO;ERECHIM;RS;99700000
2518;52.572.500/0001-00;ALONSO, BARRETTO  & CIA. -  AUDITORES INDEPENDENTES;ATIVO;1984-05-22;SEDE;RUA AGOSTINHO GOMES, 2675;;IPIRANGA;SÃO PAULO;SP;4206001
9393;01.745.292/0001-54;ALPHA - AUDITORES INDEPENDENTES;ATIVO;2002-04-08;SEDE;R VISCONDE DE NACAR,  865;CONJ. 307;CENTRO;CURITIBA;PR;80410201
12941;06.227.120/0001-02;AMG AUDITORES INDEPENDENTES;ATIVO;2019-01-30;SEDE;AV. ASSIS CHATEAUBRIAND, 591;;FLORESTA;BELO HORIZONTE;MG;30150101
6114;00.117.918/0001-15;ANDREOLI & ASSOC AUDITORES INDEPENDENTES SOC SIMPLES;ATIVO;1994-09-08;SEDE;AL NHAMBIQUARAS 747 1ºA CJ03;;MOEMA;SÃO PAULO;SP;4090011
9210;04.310.873/0001-51;ANEND AUDITORES INDEPENDENTES;ATIVO;2001-11-23;SEDE;RUA MAYRINK VEIGA, 04;SALA 1501;CENTRO;RIO DE JANEIRO;RJ;20090050
7633;02.964.142/0001-02;ÁPICE AUDITORES INDEPENDENTES S/S;ATIVO;1999-04-08;SEDE;AV. BERNARDINO DE CAMPOS,  327;6º AND CJ.62  P/72;PARAISO;SÃO PAULO;SP;4004050
2852;51.652.493/0001-85;APPLY AUDITORES ASSOCIADOS;ATIVO;1980-12-22;SEDE;AVENIDA ANA COSTA, NR.79;8º ANDAR - S/82;GONZAGA;SANTOS;SP;11060001
11223;06.017.215/0001-00;APPROACH AUDITORES INDEPENDENTES S/S;ATIVO;2009-04-01;SEDE;RUA DR. GURGEL,  1041;;CENTRO;PRESIDENTE PRUDENTE;SP;19015140
11223;06.017.215/0001-00;APPROACH AUDITORES INDEPENDENTES S/S;ATIVO;2009-04-01;FILIAL SÃO PAULO;RUA CEL. SPINOLA DE CASTRO;Nº 3635 - SL. 132;VILA IMPERIAL;SÃO JOSÉ DO RIO PRETO;SP;15015500
13269;39.523.799/0001-36;APTER AUDITORES INDEPENDENTES S/S;ATIVO;2022-09-26;SEDE;AV GISELE CONSTANTINO, Nº 1850;SL 603 ED IGUATEMI;PARQUE BELA VISTA;VOTORANTIM;SP;18110650
13129;40.335.900/0001-04;AQUILA - AUDITORES INDEPENDENTES;ATIVO;2021-08-17;SEDE;RUA VEREADOR BASILIO SAUTCHUK, 856 - ED. EVOLUTION;16º ANDAR - SL. 1601;ZONA 01;MARINGÁ;PR;87013190
13129;40.335.900/0001-04;AQUILA - AUDITORES INDEPENDENTES;ATIVO;2021-08-17;FILIAL CASCAVEL;RUA RIO DE JANEIRO, 992 - ANDAR SUPERIOR - ED. RIO CENTER;SL. 07;CENTRO;CASCAVEL;PR;85801030
12734;07.649.512/0001-22;AREZU AUDITORIA E CONTABILIDADE S/S;ATIVO;2017-09-26;SEDE;RUA CORONEL BENEDITO PIRES, 44;6º ANDAR -  SL 602;CENTRO;SOROCABA;SP;18010160
10804;09.139.788/0001-96;ATAC - AUDITORES INDEPENDENTES SOC. SIMPLES;ATIVO;2007-12-04;SEDE;RUA DR. LUIZ SUPLICY, 18;;GONZAGA;SANTOS;SP;11055330
9083;03.208.310/0001-94;ATHROS AUDITORES INDEPENDENTES;ATIVO;2001-08-21;SEDE;AVENIDA PORTUGAL, 141;CONJ. 61, 62 E 63;CENTRO;SANTO ANDRÉ;SP;9040010
11240;06.958.674/0001-80;AUDCORP AUDITORIA E ASSESSORIA S/S;ATIVO;2009-07-10;SEDE;AV. PRINCESA D'OESTE, 1645;BL. C/4º AND/CJ.44;JD. PARAÍSO;CAMPINAS;SP;13026137
5045;64.184.922/0001-89;AUDIBANCO - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES;ATIVO;1990-12-14;SEDE;RUA ISAURA COMICHOLE PIRES, 39;;CAPOEIRAS;FLORIANÓPOLIS;SC;88090130
5045;64.184.922/0001-89;AUDIBANCO - AUDITORES INDEPENDENTES SOCIEDADE SIMPLES;ATIVO;1990-12-14;FILIAL SP;AV. BRIG. LUIS ANTONIO, 2050;3º ANDAR;;SÃO PAULO;SP;1318002
10359;07.341.692/0001-80;AUDIBRAS - AUDITORES E CONSULTORES S/S;ATIVO;2005-08-31;SEDE;AV MARIANA UBALDINA DO ESPÍRITO SANTO, 623 - 9º ANDAR;CONJ. 91;BOM CLIMA;GUARULHOS;SP;7197000
8850;02.057.035/0001-92;AUDICONSULT AUDITORES S/S;ATIVO;2001-01-05;SEDE;RUA ANTÔNIO SCHERER, 543;SL. 102;KOBRASOL;SÃO JOSÉ;SC;88102090
6475;13.069.281/0001-80;AUDICONT- AUDITORES E CONSULTORES;ATIVO;1996-02-14;SEDE;R.CORONEL ALMERINDO REHEM 126;SALAS 605 A 612;CAMINHO DAS ARVORES;SALVADOR;BA;41820768
10227;07.037.795/0001-51;AUDIFACTOR AUDITORES INDEPENDENTES S/S;ATIVO;2005-01-21;SEDE;RUA ALMIRANTE BARROSO, 1265;SALA 04;VILA NOVA;BLUMENAU;SC;89035402
10227;07.037.795/0001-51;AUDIFACTOR AUDITORES INDEPENDENTES S/S;ATIVO;2005-01-21;FILIAL CURITIBA;RUA SENADOR BATISTA DE OLIVEIRA, 303;CASA 02;JD DAS AMÉRICAS;CURITIBA;PR;81530150
3093;61.205.639/0001-06;AUDIFISCO AUDITORES INDEPENDENTES S/S;ATIVO;1978-11-01;SEDE;RUA ALFERES MAGALHÃES, 92;7º AND. / CJ. 71;SANTANA;SÃO PAULO;SP;2034006
8290;38.050.282/0001-04;AUDIGER AUDITORES INDEPENDENTES S/S;ATIVO;1999-12-13;SEDE;SRTVN Q701 CJ C ALA B;N124 SL734/737;ASA NORTE;BRASÍLIA;DF;70719903
7056;02.163.575/0001-50;AUDILINK & CIA. AUDITORES;ATIVO;1998-03-02;SEDE;R BUTANTÃ 461, 7. AND, CJ71/72;;PINHEIROS;SÃO PAULO;SP;5424140
7056;02.163.575/0001-50;AUDILINK & CIA. AUDITORES;ATIVO;1998-03-02;FILIAL RJ;AV. FRANKLIN ROOSEVELT, 84;SL. 603;CENTRO;RIO DE JANEIRO;RJ;20021120
7056;02.163.575/0001-50;AUDILINK & CIA. AUDITORES;ATIVO;1998-03-02;FILIAL RS;RUA PEREIRA FRANCO, 333 - 4º ANDAR;CJS. 401 / 402;SÃO JOÃO;PORTO ALEGRE;RS;90240520
7056;02.163.575/0001-50;AUDILINK & CIA. AUDITORES;ATIVO;1998-03-02;FILIAL PE;RUA RIBEIRO DE BRITO 1002;SLS. 603/4/5/6;BOA VIAGEM;RECIFE;PE;51021310
7056;02.163.575/0001-50;AUDILINK & CIA. AUDITORES;ATIVO;1998-03-02;ELDORADO DO SUL/RS;RUA MARTINHO POETA, 323;;PICADA;ELDORADO DO SUL;RS;92990000
12327;11.254.307/0001-35;AUDIMEC AUDITORES INDEPENDENTES S/S - EPP;ATIVO;2015-03-25;SEDE;AV. GOV. AGAMENON MAGALHÃES, 2615;SL. 1503;BOA VISTA;RECIFE;PE;50050290
7218;52.350.063/0001-71;AUDIOESP - AUDITORIA E CONSULTORIA S/S;ATIVO;1998-08-25;SEDE;AV BARÃO DE ITAPURA 2294;SALAS 13, 18 E 19;JARDIM GUANABARA;CAMPINAS;SP;13073300
3166;42.165.506/0001-09;AUDIPEC AUDITORIA E PERÍCIA CONTÁBIL S/S;ATIVO;1978-11-01;SEDE;PC TIRADENTES 10;SL. 1001-02;CENTRO;RIO DE JANEIRO;RJ;20060070
5290;23.626.575/0001-10;AUDÍPER - AUD INDEP SOCIEDADE SIMPLES;ATIVO;1991-10-09;SEDE;RUA ARLINDO NOGUEIRA 614;SUL;CENTRO;TERESINA;PI;64000290
6963;41.396.359/0001-07;AUDIPLAC AUDITORIA E ASSESSORIA CONTÁBIL S/S;ATIVO;1997-10-01;SEDE;AV SANTOS DUMONT, Nº 2122;SALAS 108, 109 E 110;ALDEOTA;FORTALEZA;CE;60150161
11606;00.298.818/0001-32;AUDIPLAN AUDITORES INDEPENDENTES;ATIVO;2011-08-18;SEDE;RUA JORNALISTA OCTAVIO SECUNDI;370;BOM RETIRO;CURITIBA;PR;80520480
5690;63.806.830/0001-20;AUDITAN - AUDITORIA INDEPENDENTE;ATIVO;1992-09-02;SEDE;RODOVIA BR 316, 5610;ED. J. K. S/202;CASTANHEIRA;BELÉM;PA;66645000
12521;42.185.769/0001-71;AUDITASSE AUDITORES INDEPENDENTES S/S;ATIVO;2016-05-24;SEDE;RUA  ASSEMBLEIA 10 - S/1312;;CENTRO;RIO DE JANEIRO;RJ;20011000
11177;10.636.276/0001-14;AUDITBRASIL AUDITORES INDEPENDENTES S/S;ATIVO;2009-04-01;SEDE;LRG DO PAISSANDU 72 11º ANDAR;CONJ. 1108;CENTRO;SÃO PAULO;SP;1034010
7528;02.956.745/0001-54;AUDITÓR - AUDITORES INDEPENDENTES LTDA.;ATIVO;1999-02-25;SEDE;AV FRANKLIN ROOSEVELT, 23;GR. 804;CENTRO;RIO DE JANEIRO;RJ;20021120
2682;16.888.455/0001-25;AUDSÉRVICE AUDITORES ASSOCIADOS SOCIEDADE SIMPLES;ATIVO;1983-11-23;SEDE;RUA BERNARDO GUIMARÃES, 911;SL. 604;SAVASSI;BELO HORIZONTE;MG;30130153
8575;81.617.821/0001-73;AUDSISTEM AUDITORES INDEPENDENTES;ATIVO;2000-05-24;SEDE;R JOÃO PINTO, N° 30;SALA 704;CENTRO;FLORIANÓPOLIS;SC;88010420
11819;14.754.093/0001-54;AWARD AUDITORES INDEPENDENTES S/S;ATIVO;2012-04-16;SEDE;AVENIDA DOUTOR ANILOEL NAZARETH, 3640;TÉRREO;JARDIM FUSCALDO;SÃO JOSÉ DO RIO PRETO;SP;15061330
10340;04.867.918/0001-93;AXCEL AUDITORES INDEPENDENTES S/S;ATIVO;2005-08-30;SEDE;RUA EMILIANO PERNETA, 424;CONJUNTO 142;CENTRO;CURITIBA;PR;80420080
13048;27.255.192/0001-33;AZEVEDO AUDITORES INDEPENDENTES S/S;ATIVO;2020-09-28;SEDE;RUA MONSENHOR CLARO QD 10-70;SALA 201;VILA MESQUITA;BAURU;SP;17014360
12076;18.596.945/0001-83;BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S;ATIVO;2014-04-02;SEDE;RUA CASTILHO;392 - CJS 31 E 32;BROOKLIN;SÃO PAULO;SP;4568010
11533;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES;ATIVO;2011-01-25;SEDE;AV. GETULIO VARGAS, 1671;6 ANDAR;SAVASSI;BELO HORIZONTE;MG;30112024
11533;26.230.862/0001-02;BAKER TILLY BRASIL MG AUDITORES INDEPENDENTES;ATIVO;2011-01-25;FILIAL BRASÍLIA;SAUS - QD 04 - LOTE 09 E 10 - BL A - SLS 520 E 521;ED VICTÓRIA OFFICE TOWER;ASA SUL;BRASÍLIA;DF;70070040
11932;13.859.935/0001-70;BAKER TILLY BRASIL RJ AUDITORES INDEPENDENTES LTDA.;ATIVO;2012-12-20;SEDE;AV. RIO BRANCO, 53;302;CENTRO;RIO DE JANEIRO;RJ;20090004
12360;21.601.212/0001-02;BAKER TILLY BRASIL RS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES;ATIVO;2015-05-28;SEDE;AV DR NILO PEÇANHA, 724;SALA 502;BELA VISTA;PORTO ALEGRE;RS;90470000
11401;27.243.377/0001-28;BAKER TILLY BRASIL-ES AUDITORES INDEPENDENTES;ATIVO;2010-02-09;SEDE;AV Nª Sª DOS NAVEGANTES, 451 - ED. PETRO TOWER - 19º ANDAR;SLS. 1901 A 1907 E 1916;ENSEADA DO SUÁ;VITÓRIA;ES;29050335
5622;92.236.215/0001-24;BARBACOVI E CIA AUDITORES INDEPENDENTES;ATIVO;1992-07-08;SEDE;RUA SILVEIRO, 597;SL. 101;MENINO DEUS;PORTO ALEGRE;RS;90850000
12050;18.918.608/0001-65;BARROS AUDITORES INDEPENDENTES S/S;ATIVO;2014-02-04;SEDE;RUA PEDRO DANTAS, 201;SALA 06;DIAS MACEDO;FORTALEZA;CE;60860150
9687;05.471.124/0001-79;BASILIO, FRANCO - AUDITORES INDEPENDENTES S/S;ATIVO;2003-04-10;SEDE;RUA EMILIANO PERNETA, 725 - ED. SAINT LOUIS BUSINESS;CJ. 903;CENTRO;CURITIBA;PR;80420080
8613;02.528.637/0001-80;BAUER AUDITORES ASSOCIADOS;ATIVO;2000-07-05;SEDE;RUA BERNARDO GUIMARÃES;2717, CJ 1001/1002;LOURDES;BELO HORIZONTE;MG;30140082
5193;40.184.046/0001-22;BAZZANEZE AUDITORES INDEPENDENTES S/S;ATIVO;1991-05-07;SEDE;RUA DES WESTPHALEN, 868;10º ANDAR;REBOUÇAS;CURITIBA;PR;80230100
10499;04.709.400/0001-21;BC CONTROL AUDITORES INDEPENDENTES S/S;ATIVO;2006-03-15;SEDE;AV. ANGÉLICA, 1757;CJ. 41;HIGIENÓPOLIS;SÃO PAULO;SP;1227200
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;SEDE;R. MAJOR QUEDINHO, 90;3º ANDAR;CONSOLAÇÃO;SÃO PAULO;SP;1050030
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL 01;AV. DOUTOR ANTÔNIO GOMES DE BARROS, 625 - ED THE AQUARE PARK OFFICE;SL. 504;JATIÚCA;MACEIÓ;AL;57036000
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL CE;AV. DESEMBARGADOR MOREIRA, 2120;SLS. 707 / 8;ALDEOTA;FORTALEZA;CE;60170002
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL CAMPINAS;AV. JOSÉ DE SOUZA CAMPOS, 243 - 1º AND - CJS. 11 E 12;ED. HANNOVER TOWER;CAMBUÍ;CAMPINAS;SP;13025230
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL RIBEIRÃO PRETO;AV. PRES. VARGAS, 2121;CJS. 2002 A 2004;ED. TIME SQUARE;RIBEIRÃO PRETO;SP;14020260
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL CURITIBA;AV. SILVA JARDIM, 2042 - 8º ANDAR;CJ 803 E 805;REBOUÇAS;CURITIBA;PR;80250200
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL LONDRINA;RUA DR. ELIAS CÉSAR, 55 - 3º ANDAR;;CAIÇARAS;LONDRINA;PR;86015640
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL FLORIANÓPOLIS;RUA CRISTOVÃO NUNES PIRES, 110;SALA 603;CENTRO;FLORIANÓPOLIS;SC;88010120
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL PORTO ALEGRE;R. ANDRÉ PUENTE, 441;SL. 305;CENTRO PROF. UNO;PORTO ALEGRE;RS;90035150
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL GOIANIA;RUA 05, QUADRA C-4 - LOTE 16 / 19;5º ANDAR;SETOR OESTE;GOIÂNIA;GO;74115060
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL BELEM;TRAVESSA DOM ROMUALDO DE SEIXAS, 1476 - 23º ANDAR;SLS. 2307 / 8;UMARIZAL;BELÉM;PA;66055200
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL MANAUS;AV JORNALISTA HUMBERTO CALDERARO FILHO, 455 - 6º ANDAR - ED CRISTAL TOWER;SLS. 615/16;ADRIANÓPOLIS;MANAUS;AM;69057015
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL CUIABÁ;AV. HISTORIADOR RUBENS DE MENDONÇA, 2368;SL. 908;BOSQUE DA SAÚDE;CUIABÁ;MT;78050000
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL RECIFE;AV. REPÚBLICA DO LÍBANO, 251 - TORRE A;27º ANDAR;PINA;RECIFE;PE;51110160
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL SOROCABA;AV. CARLOS COMITRE, 525 - ED CRYSTAL PLAZA;SLS. 43 E 44;PARQUE CAMPOLIM;SOROCABA;SP;18047620
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL VITÓRIA;RUA JOSÉ ALEXANDRE BUAIZ, 190;SLS. 1016 / 17;ENSEADA DO SUÁ;VITÓRIA;ES;29050918
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL SÃO JOSÉ DOS CAMPOS;AV. SÃO JOÃO, 2375 - 14º ANDAR;SLS. 1402 / 5;JD. DAS COLINAS;SÃO JOSÉ DOS CAMPOS;SP;12242000
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL BRASÍLIA;SETOR DE AUTARQUIAS SUL, SAUS, QUADRA 4, LOTES 09/10 - BLOCO A - 10º ANDAR;SLS. 1014/16;;BRASÍLIA;DF;70070938
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL SALVADOR;AV. TANCREDO NEVES, 2539 - SLS. 1407 A 1412 - ED CEO SALVADOR SHOPPING;TORRE B /NOVA IORK;CAMINHO DAS ÁRVORES;SALVADOR;BA;41820021
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL BELO HORIZONTE;RUA PARAÍBA, 1000 - ED. ASAMAR;6º AND/601;SAVASSI;BELO HORIZONTE;MG;30130145
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL CAMPO GRANDE;AV. AFONSO PENA, 5723;SALA 1201;SANTA FÉ;CAMPO GRANDE;MS;79031010
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL RIO DE JANEIRO;AV. BARÃO DE TEFÉ, 27 - ED. L'ÓREAL;9º AND - SL. 901;SAÚDE;RIO DE JANEIRO;RJ;20220460
10324;54.276.936/0001-79;BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA;ATIVO;2005-08-16;FILIAL UBERLANDIA - MG;AV. RONDON PACHECO, 381;SL. 302;TABAJARAS;UBERLÂNDIA;MG;38400242
